Start Time (Hour:Min:Secs)	End Time (Hour:Min:Secs)	Speaker ID	Transcribed Text
00:00:00	00:00:04	2	mm publicly distributed that sounds interesting 
00:00:04	00:00:05	1	[laughter] 
00:00:05	00:00:08	2	well i think i'll go for it 
00:00:08	00:00:13	1	right no no exciting conversation 
00:00:13	00:00:24	2	[laughter] well i was wondering how much uh we'd be able to talk about if your family's around anyway well they'll just have to live with it [laughter] 
00:00:24	00:00:32	1	yeah so well let's see now where did we leave off 
00:00:32	00:00:38	2	oh gee i guess i could start with your email address 
00:00:38	00:00:40	1	oh my email it does 
00:00:40	00:00:41	2	yeah 
00:00:41	00:00:47	1	you can reach me at uh rio diet a._o._l. dot com 
00:00:47	00:00:56	2	um yeah i tried sending something to you on that d._w._i. e._e._o. at a._o._l. 
00:00:56	00:01:00	1	d. w. e. l. yeah at a._o._l. dot com 
00:01:00	00:01:15	2	dot com yeah okay that work well i sent it so let me know if you receive it right i didn't get any message back saying a user unknown or whatever it is a known address 
00:01:15	00:01:17	1	okay 
00:01:17	00:01:19	2	so i presume that it went through 
00:01:19	00:01:20	1	mhm 
00:01:20	00:01:30	2	[noise] and ah you were saying that uh that's uh one of <unk> andersons yet like an idea of of his a._o._l. account 
00:01:30	00:01:33	1	mhm so 
00:01:35	00:01:40	1	my friend ridge scranton sent me he's writing some software for this guy whose part of the uh 
00:01:40	00:01:58	2	low ball he's got this thing called the global [noise] or something or other network and it's a multi level marketing um internet service 
00:01:58	00:02:01	1	kind of thing mhm 
00:02:01	00:02:11	2	but so i might get onto the net that way and um [noise] you know i'll let you know says that address becomes 
00:02:11	00:02:13	1	oh okay 
00:02:13	00:02:18	2	there's also supposedly you know a magazine lifting all of the 
00:02:18	00:02:25	2	internet service providers here in denver which i need to still look over 
00:02:25	00:02:30	1	mm how <unk> what those um cost 
00:02:30	00:02:59	2	uh generally uh runs about yeah i've heard of things as low as twenty dollars a month actually there's this one place the bulletin board which allows uh they're i guess trying to attract new people so it's like twenty five dollars for the first year but in general i think syria is um access providers generally charge about twenty dollars a month 
00:02:59	00:03:01	1	nice 
00:03:01	00:03:36	2	right you can go up from their depending on how much volume you expect to be using uh last year it was like seventy five dollars for a slip account which is like this like you know dedicated a line between your computer and there is um now there's i think they've prices on down to about forty dollars a month so i still need to do some more looking either all just kind of you know uh here 
00:03:36	00:03:37	1	mhm 
00:03:37	00:03:40	2	mhm 
00:03:40	00:03:48	1	mm mm and where are you telling me once that you had a electronic news service through your computer 
00:03:48	00:04:21	2	yeah i used to have um scenic which is um santa cruz operations version of unix installed on my sweetie sick and um it has you know i've been reading and figured it back to adopt machine we use it or um you know burning he from you know doing kind of low level ah development kinds of things on it 
00:04:21	00:04:23	1	what was the other thing you said 
00:04:23	00:04:28	2	he probably programming eat them yeah 
00:04:28	00:04:30	1	but is that 
00:04:30	00:04:43	2	civil program of over eat only memory does not modify viable unless you use a higher voltage hence the term to burn a chip you you have the 
00:04:45	00:04:51	2	as a special socket you drop the chip in too and you then 
00:04:51	00:04:52	1	mhm 
00:04:52	00:04:58	2	it then raises the voltage out to about well depending on the chip in anywhere from twelve to twenty five <unk> 
00:04:58	00:04:59	1	mhm 
00:04:59	00:05:06	2	normal operating voltage is it five old though at the higher voltage it uh 
00:05:06	00:05:09	1	mhm 
00:05:09	00:05:38	2	i forget the exact physics of it but you end up um kind of like in that just got you know you you put them even if you burn zeros and do it it starts out being all one and then you for instance zero and then you <unk> you use ultra violet light too um just lodge electrons and then you know you raised as it back to one 
00:05:38	00:05:40	1	oh and then there's also 
00:05:49	00:05:50	1	mhm 
