Start Time (Hour:Min:Secs)	End Time (Hour:Min:Secs)	Speaker ID	Transcribed Text
00:00:00	00:00:00	1	the public's 
00:00:06	00:00:07	1	mhm 
00:00:09	00:00:12	1	kids are you in college they should do some public service 
00:00:12	00:00:13	1	[noise] um 
00:00:13	00:00:14	2	mhm 
00:00:14	00:00:14	1	mhm 
00:00:15	00:00:16	1	part of part of it 
00:00:17	00:00:18	2	i agree with you sometimes it's 
00:00:20	00:00:21	1	i think less funding 
00:00:21	00:00:21	2	yeah 
00:00:23	00:00:23	2	mhm 
00:00:24	00:00:24	1	mhm 
00:00:24	00:00:27	2	i think you just about have to be away from home 
00:00:27	00:00:28	1	oh you're 
00:00:28	00:00:30	2	under less than ideal conditions 
00:00:30	00:00:32	1	[laughter] 
00:00:32	00:00:36	2	to learn some of the uh uh uh you know lessons that really needs to be learned 
00:00:36	00:00:38	2	may i may i ask how old you are 
00:00:38	00:00:40	1	i'm twenty six 
00:00:40	00:00:41	2	young enough so you might have been 
00:00:41	00:00:44	1	[laughter] 
00:00:44	00:00:49	2	so yeah i really i really feel that um if every kid had to be away from home 
00:00:50	00:00:52	1	when they got back they certainly would have a <unk> 
00:00:52	00:00:56	2	yeah that's true some people send far too much time 
00:00:57	00:01:01	2	yeah i mean the same thing and that and that really you know seeing any other part of the world 
00:01:02	00:01:04	2	and you know mom and dad and homework 
00:01:04	00:01:04	1	yeah 
00:01:12	00:01:13	1	oh i know 
00:01:18	00:01:20	2	but um yeah i think it would 
00:01:20	00:01:21	1	wonderful 
00:01:22	00:01:22	1	mhm 
00:01:22	00:01:24	2	and i think it would broaden the the 
00:01:24	00:01:25	1	horizon 
00:01:26	00:01:27	1	of the kids 
00:01:27	00:01:27	2	really 
00:01:28	00:01:31	2	the way the rest of the world the rest of the country live 
00:01:31	00:01:32	1	mhm 
00:01:32	00:01:33	1	oh certainly would 
00:01:34	00:01:35	1	mhm 
00:01:35	00:01:37	1	<unk> 
00:01:37	00:01:39	2	getting a feeling for humanity itself i think 
00:01:40	00:01:41	1	yeah 
00:01:42	00:01:43	2	uh-huh 
00:01:43	00:01:44	1	no i haven't 
00:01:44	00:01:45	1	mhm 
00:01:45	00:01:50	2	uh i just survive los angeles [laughter] i was just down there last 
00:01:50	00:01:56	1	listen that evening funny i don't know why i left please forgive me it has to have been awful 
00:01:56	00:01:57	2	it was 
00:01:58	00:02:01	2	okay you know i heard gunfire it's it's the first time i felt my wife was 
00:02:01	00:02:03	1	you know a little bit threatened 
00:02:03	00:02:04	1	mhm 
