Start Time (Hour:Min:Secs)	End Time (Hour:Min:Secs)	Speaker ID	Transcribed Text
00:00:00	00:00:02	2	[laughter] we're being recorded [laughter] 
00:00:02	00:00:05	1	gather look so is this our feet long 
00:00:05	00:00:07	2	yeah this is our free phone call okay 
00:00:07	00:00:09	1	run up to the office then 
00:00:09	00:00:10	2	oh okay how are you 
00:00:10	00:00:14	1	okay he's running up to the private phone 
00:00:14	00:00:26	2	and it's often 
00:00:26	00:00:33	1	mhm 
00:00:33	00:00:40	2	mhm 
00:00:40	00:00:45	1	okay 
00:00:45	00:00:53	2	let's say keep doing that i'm just gonna have to go inside this noise hello hi 
00:00:57	00:00:59	1	we're in the hamptons 
00:00:59	00:01:12	2	oh you are you [noise] what's up huh oh is it it's it's sad it's sad do huh 
00:01:12	00:01:14	1	when did you get there 
00:01:14	00:01:23	2	ah i think we came out sunday we came back from new mexico on saturday did in brooklyn for one night and came out sunday 
00:01:23	00:01:26	1	[noise] uh brooklyn 
00:01:29	00:01:30	1	and i listen more access 
00:01:30	00:01:34	2	uh-huh so they were in the city then 
00:01:34	00:01:38	1	we're out here so i stayed there how in an ice do their own our own 
00:01:38	00:01:45	2	[noise] [noise] um i had to be able to listen more to get the car and i can't you know they came in and 
00:01:45	00:01:49	1	evening i left early in the morning so it was <unk> it didn't seem like a 
00:01:49	00:01:54	2	like i would have had to get back and forth to get the car i borrowed a bird the red his car to get out here 
00:01:54	00:01:55	1	uh-huh 
00:01:55	00:02:02	2	so i guess what though there's some news from your brothers family well yes 
00:02:02	00:02:05	1	she's pregnant again yep [laughter] 
00:02:05	00:02:09	2	believe it an accident quote unquote 
00:02:09	00:02:10	1	oh that's great 
00:02:10	00:02:18	2	yeah yeah i mean i i did that poor greg it's like scary for him but he sounds thrilled so 
00:02:18	00:02:20	1	[laughter] i'm not all that 
00:02:20	00:02:26	2	i knew they were going to have four i'm still surprised but 'cause they kept saying they weren't 
00:02:26	00:02:28	1	uh-huh uh-huh 
00:02:28	00:02:35	2	oh isn't that amazing i think she you know i think she got her hands on helena and she just couldn't stand it 
00:02:35	00:02:36	1	[laughter] 
00:02:36	00:02:39	2	you know she just wanted a little baby in arms again 
00:02:39	00:02:39	1	mhm 
00:02:39	00:02:44	2	and she wants and other little girl i bet you anything 
00:02:44	00:02:48	1	these you know fred has been so different for her then the first two were 
00:02:48	00:02:49	2	mhm 
00:02:49	00:02:51	1	she's kind of grown into it 
00:02:51	00:02:55	2	yeah 
00:02:55	00:03:01	1	yeah yes terrific gets do she'll be do sometime in march she's eight weeks pregnant right now 
00:03:01	00:03:09	2	wow wow maybe that people have the same effect on you what do you mean [laughter] 
00:03:09	00:03:10	1	get pregnant again 
00:03:10	00:03:12	2	oh thank you dear 
00:03:12	00:03:13	1	[laughter] 
00:03:13	00:03:20	2	i can't believe you want to go through again so soon you don't really have you 
00:03:20	00:03:22	1	really you you 
