Start Time (Hour:Min:Secs)	End Time (Hour:Min:Secs)	Speaker ID	Transcribed Text
00:00:00	00:00:04	2	[laughter] we can talk about thirty minutes okay 
00:00:04	00:00:06	1	mm 
00:00:06	00:00:13	2	you know to to say well i wouldn't say it you know what go ahead yeah you're right 
00:00:13	00:00:15	1	well i don't know 
00:00:15	00:00:18	2	[laughter] you know what i was gonna say yeah 
00:00:22	00:00:34	2	monitors got a list [laughter] cording to get going to be recorded and if you don't want to be recorded don't tell us [laughter] but no it's okay 
00:00:34	00:00:35	1	yeah everything's fine 
00:00:35	00:00:42	2	okay no guys do have to say but it's been a few a nickel i wouldn't do that to you 
00:00:42	00:00:45	1	i got thirty minutes to yuck yuck 
00:00:56	00:00:58	2	<unk> we didn't 
00:00:58	00:00:59	1	we're buying a phone line 
00:00:59	00:01:09	2	now that we can call out i know we can't call on this line so i haven't heard from us too much which is fine because last year we could have bought two houses we <unk> when the phone bill 
00:01:09	00:01:11	1	[laughter] 
00:01:11	00:01:14	2	theories series is a heart attack yeah 
00:01:14	00:01:15	1	[noise] my food 
00:01:19	00:01:22	1	i got a <unk> a method to leave the chocolate covered 
00:01:22	00:01:24	2	oh yeah 
00:01:24	00:01:27	1	yeah i got a couple of turtles caught my throat 
00:01:27	00:01:33	2	[laughter] yeah we had a great time with her mother and ah 
00:01:33	00:01:37	1	you flew to denver i'm very jealous oh dallas dallas 
00:01:37	00:01:44	2	[laughter] yeah i'm at work first you know my mother our cousin's a manager of a travel agency 
00:01:44	00:01:46	1	and she invited her mother and her <unk> 
00:01:46	00:01:47	2	and the cousin 
00:01:47	00:01:57	1	to come on out and then i can you come out i know i can't leave work and then my two days later i'm sitting at work and i said i came home at lunchtime let's go 
00:02:06	00:02:14	2	uh we went to a good time yeah oh great time palaces that clean city you been there having you know oh it's excellent 
00:02:14	00:02:16	1	actually like it huh 
00:02:16	00:02:23	2	yeah we had a great time until the dallas cowboys and <unk> uh they used to live right down the street with the cowboys practice every day 
00:02:23	00:02:28	1	and the cheerleaders [laughter] no and no 
00:02:28	00:02:36	2	yeah and we went to the j._f._k. museum yeah but there for two and a half hours we got the ones who uh pictures and tape 
00:02:36	00:02:39	1	that they go through the theories of the three bullets at the magic one 
00:02:39	00:02:52	2	yeah <unk> yeah it was interesting yeah i really think there was a a conspiracy myself but we won't go into that political oh man i got i got a lot to tell you where you tell me your stuff first 
00:02:59	00:03:01	2	i still going to go through in it 
00:03:01	00:03:03	1	yeah we got the reservations 
00:03:03	00:03:14	2	[laughter] <unk> to get a job i hear now well it's just the city a cold water [laughter] he's working with me i'm i'm preparing based 
00:03:22	00:03:24	1	uh january yeah 
00:03:24	00:03:27	2	we're gonna um we kept game starting next week 
00:03:27	00:03:29	1	and when we were 
00:03:29	00:03:40	2	three games a night we'd we'd bring home between the both fifty one dollars a night shit [laughter] it's pretty good on night yeah i mean my god i uh 
00:03:40	00:03:44	1	if i do four nights we do ah two hundred dollars a week 
00:03:44	00:03:46	2	oh that's great yeah 
00:03:46	00:03:48	1	so we got that 
00:03:48	00:03:50	2	and uh school starts 
00:03:50	00:03:51	1	for her this week it's 
00:03:51	00:03:55	2	next week it starts swimming how's her english coming excellent 
00:03:55	00:04:01	1	oh she's a very <unk> very intelligent girls so i never was even thought to be a problem 
00:04:01	00:04:08	2	i know the ah she's in her last level and the last well she went to she was a top of that she lives in um 
00:04:08	00:04:10	1	right that's good 
00:04:10	00:04:19	2	is that correct me sometimes isn't that a pain in the ass when they do that you're you know it's our primary language in these girls correct 
00:04:19	00:04:20	1	they are right yeah 
00:04:20	00:04:26	2	god doesn't mean all the time you know like spelling yeah patricia is much better than i am 
00:04:26	00:04:28	1	yeah he's another language you know 
00:04:28	00:04:42	2	uh things like ah she's always right like i said this this box cannot fitness other box away what happens if it you know [laughter] i think she said 
00:04:55	00:04:59	1	i don't know [laughter] it's a shame but yeah i haven't i haven't heard so much 
00:04:59	00:05:05	2	to them i don't know if mom and dad told when we went to dallas last week [laughter] 
00:05:05	00:05:07	1	you haven't talked to steve or anything 
00:05:07	00:05:18	2	no no i i guess it's too bad no i haven't been uh i haven't heard from that so uh gee i don't know one baptism 
00:05:18	00:05:18	1	mhm 
00:05:18	00:05:21	2	are the yeah the <unk> 
00:05:21	00:05:25	1	huh huh i don't lose touch 
00:05:25	00:05:35	2	lose touch with them you know i mean yeah it's a good show that weird or just uh yeah i think i'll get my call yeah yeah just a surprise uh 
00:05:35	00:05:37	1	yeah i'd better than them by giving we'll call you know what i mean 
00:05:37	00:05:40	2	yeah yeah so 
00:05:40	00:05:42	1	how's mom and dad 
00:05:42	00:05:48	2	get mom's feeling good she's uh she's pretty good she's taken it easy 
00:05:48	00:05:50	1	and uh that's pretty cool 
00:05:58	00:05:59	1	yeah 
00:05:59	00:06:03	2	i'm going to save it for mikey i'm going to get up to my when he gets twenty one 
00:06:03	00:06:04	1	okay 
00:06:04	00:06:13	2	and uh i mean i can use it now but and i love it yeah but uh i think it really be like the ring and stop wearing the ring up like that could be my kids too it means a lot more when it comes from grants 
00:06:13	00:06:16	1	father you know oh yeah 
00:06:16	00:06:17	2	yeah and um 
00:06:17	00:06:21	1	so oh god you want to hear some funny stuff 
00:06:21	00:06:22	2	exactly 
00:06:22	00:06:27	1	no this is off the wall stuff i mean this is really getting off the wall i might be buying a golden eye 
00:06:27	00:06:33	2	[laughter] mine where are you 
00:06:47	00:06:47	1	yeah 
00:06:47	00:06:51	2	and uh i just don't get <unk> i keep quiet but uh 
00:06:51	00:06:53	1	[laughter] 
00:06:53	00:06:56	2	no we gotta wait for that to calm down before i do anything with it 
00:06:56	00:06:56	1	yeah 
00:07:18	00:07:35	2	um at the final payment talking to make that tomorrow the down payment and the c. o. and they called me from the book at the embassy the one who <unk> they had these four people from poland immigrants yeah they want to be an interpreter for them [laughter] 
00:07:35	00:07:37	1	[laughter] 
00:07:37	00:07:38	2	[noise] 
00:07:38	00:07:43	1	and um [laughter] [laughter] oh god that was that was funnier in hell 
00:07:43	00:07:44	2	[laughter] 
00:07:44	00:07:50	1	yeah yeah <unk> that's it folks <unk> that's all 
00:07:50	00:07:55	2	<unk> the <unk> [laughter] 
00:07:55	00:07:58	1	don't make any go do a <unk> you know drink some beer 
00:07:58	00:08:02	2	oh what else what else okay the gold mine 
00:08:02	00:08:04	1	uh polish interpretation 
00:08:04	00:08:06	2	uh oh yeah there's only one 
00:08:06	00:08:07	1	mhm 
00:08:30	00:08:35	2	i did have a good time here by the way she asked me where i forget her mother and her friend ever get time 
00:08:35	00:08:39	1	my god jack they went shopping i think they could have bought i think they bought a store 
00:08:39	00:08:42	2	really oh my god they went crazy buying huh 
00:08:48	00:08:54	2	like give her father was here with my mother she wouldn't be able to go shopping jack they we let them at the moment 
00:08:54	00:08:57	1	hi valerie ship 
00:08:57	00:09:07	2	they had a great time and the things they bought we uh we had to go to the tackle shack for [noise] you there 
00:09:07	00:09:09	1	yeah that's me it's my other line 
00:09:09	00:09:10	2	uh-huh 
00:09:10	00:09:11	1	yeah 
00:09:11	00:09:12	2	mhm 
00:09:12	00:09:16	1	oh okay and they bought the uh 
00:09:16	00:09:21	2	under water 'cause her daughter works with the whales on like atlantic 
00:09:21	00:09:24	1	oh really [laughter] that is big whales 
00:09:24	00:09:31	2	yeah [laughter] no kidding it's like we <unk> 
00:09:31	00:09:34	1	we had to buy the suitcases that for 
00:09:40	00:09:57	2	so if you you know without me on that that she had a funny guy goes where you from oh really down where you're from the mind the suitcase and like there was like oh okay [laughter] we had to buy two big suitcase therefore equipment they're going 
00:09:57	00:09:59	1	yeah okay right 
00:09:59	00:10:01	2	[laughter] i made a big funny thing about it 
00:10:01	00:10:06	1	and uh yeah we had a great time with the cypress gardens and 
00:10:06	00:10:10	2	yeah plus i prescribe there's always always cool yeah 
00:10:10	00:10:12	1	well i'm glad that was neat 
00:10:12	00:10:13	2	yeah 
00:10:13	00:10:15	1	uh take 'em to bush gardens 
00:10:15	00:10:19	2	no no um her mother's been there before uh-huh 
00:10:19	00:10:27	1	and we just went around carpet springs brooks feel of the country huh mhm uh went to the beach at night after work 
00:10:27	00:10:33	2	how about the uh the university of tampa ah yeah went to the antique are yeah 
00:10:33	00:10:36	1	[noise] did you have lunch on them 
00:10:36	00:10:39	2	is there a lawyer in the house 
00:10:39	00:10:42	1	seven <unk> seven hand went up you know that's 
00:10:42	00:10:43	2	good 
00:10:43	00:10:45	1	offered to pay for it 
00:11:10	00:11:12	1	mhm 
00:11:12	00:11:22	2	i thought it was just funny yeah not that we didn't order anything more afterwards um yeah like another beer maybe as you said when we rented was in but the guy that was classic 
00:11:22	00:11:27	1	classic [laughter] best lunch we ever had out there don't you 
00:11:27	00:11:38	2	on me [laughter] you were to they're going to buy this new bob cost much i mean i'll i'll pick up the tab you give me next time remember that yeah yeah and boy do i pick up the tab and i did not do that 
00:11:38	00:11:41	1	that was not on purpose that was really really an accent 
00:11:41	00:11:57	2	yeah god is on me [laughter] you know does it back it could happen the glass with a knife will be the same thing would happen again you know [laughter] so we knew from somewhere yeah so how's he doing 
00:11:57	00:11:59	1	okay so working working a lot of hours 
00:12:04	00:12:06	2	she's working overtime 
00:12:21	00:12:31	2	okay <unk> we just had started i don't know i don't think it'd be a sport for you know try and talk or into the later 
00:12:31	00:12:32	1	yeah 
