Start Time (Hour:Min:Secs)	End Time (Hour:Min:Secs)	Speaker ID	Transcribed Text
00:00:00	00:00:01	2	mhm 
00:00:01	00:00:02	1	okay 
00:00:02	00:00:04	2	yeah okay that was it 
00:00:04	00:00:09	1	are they came over to the office to do this because i wasn't working over and the other building 
00:00:09	00:00:11	2	uh-huh what touched too you have to have oh 
00:00:11	00:00:13	1	yeah yeah mhm okay 
00:00:23	00:00:25	1	yeah and then talk to the board after that 
00:00:25	00:00:32	2	uh-huh okay then yeah you know whenever you can after that gives me a call 
00:00:32	00:00:40	1	uh yes i because i i really would prefer to wait until after the seventeenth because i have so many <unk> 
00:00:40	00:00:47	2	<unk> we won't know until like the twenty twenty <unk> twenty out till the twenty second yeah that's what 
00:00:47	00:00:50	1	we'll we'll find something out we won't find anything out until then 
00:00:54	00:00:56	2	oh gosh yeah 
00:00:56	00:00:58	1	that's about all your kids right 
00:00:58	00:01:07	2	really really i mean you know sometimes i you know think oh god if not i've got three thousand things to do 
00:01:07	00:01:17	1	long distance but you know and i thought well i'm not even going to make a do list until i know right yeah because it's just a it's a waste of energy 
00:01:17	00:01:24	2	yeah right it's futile yeah yeah i'm working for <unk> did you say yeah yeah oh gosh 
00:01:25	00:01:29	2	[noise] all right i have a i have a question here from yeah 
00:01:29	00:01:31	1	mhm mhm 
00:01:31	00:01:34	2	um for the utilities forty acres house that house 
00:01:34	00:01:36	1	mhm it says 
00:01:43	00:01:49	1	yeah that part i understand but rich gave elmo a check to pay for part of that 
00:01:49	00:01:54	2	okay um he gets up to the i think that should be sent to 
00:01:54	00:01:56	1	i'm margaret 
00:01:56	00:01:58	2	oh margaret cho mar 
00:01:58	00:02:05	1	right yeah like he'll he'll pay something extra and i think for gas and then we just sent it on to margie 
00:02:05	00:02:11	2	okay so that goes up to c._n._n. yeah mhm okay all right 'cause i um 
00:02:11	00:02:15	1	that's what i that's what i understood because i never took care of it 
00:02:15	00:02:22	2	that's what you've been doing yeah okay all right now um [noise] do you know about paul though 
00:02:22	00:02:25	1	that he's in the hospital with a serious heart attack 
00:02:25	00:02:29	2	um right now they're flying him to <unk> to the jewish hospital 
00:02:32	00:02:35	1	uh-huh so you need to send a lot of prayers 
00:02:35	00:02:44	2	oh yeah yeah it is i mean the last i heard it with his mom and and her dad that were terribly sick you know that was the summer 
00:02:44	00:02:45	1	paul himself 
00:02:45	00:02:48	2	yeah well he's not a old man either 
00:02:48	00:02:49	1	only in his forties 
00:02:53	00:03:01	2	um they just she just centre back yesterday thinking stabilize last night uh-huh mm 
00:03:01	00:03:04	1	mhm yeah so yeah but no 
00:03:04	00:03:13	2	but on a on a happier note [laughter] we have to find some happier notes benedict carby sure did tell <unk> 
00:03:13	00:03:15	1	'cause her cousin or somebody um painted 
00:03:15	00:03:31	2	yes yes yes yeah or to tell her that oh wait i got to go to the art exhibit with her oh really yeah he must have an art exhibit every um year so i got to go with her 
00:03:31	00:03:31	1	uh-huh 
00:03:48	00:03:49	1	okay 
00:03:49	00:03:59	2	but he only does this is a hobby and then he <unk> you know they're beautifully framed and then um he does a big sale every year so that he can pay for his material 
00:03:59	00:04:00	1	okay yeah 
00:04:08	00:04:12	1	okay this is in addition to his regular stuff 
00:04:12	00:04:23	2	yeah yeah i mean like he had uh let's say a hundred and four things because we had the priceless there of course the thing i would have thought you know had i noodles of money or something like 
00:04:23	00:04:25	1	[noise] oh 
00:04:25	00:04:30	2	i i guess the equivalent of between three hundred and five hundred dollars you know right 
00:04:30	00:04:33	1	he's he's <unk> he's good enough that it that command that kind of uh 
00:04:33	00:04:35	2	yeah oh yeah oh yeah 
00:04:35	00:04:40	1	well known so the market there mhm mhm yeah mhm 
