Start Time (Hour:Min:Secs)	End Time (Hour:Min:Secs)	Speaker ID	Transcribed Text
00:00:00	00:00:03	2	true 
00:00:03	00:00:04	1	uh-huh 
00:00:04	00:00:07	2	is it is a recording yeah is it yeah 
00:00:30	00:00:34	1	yeah the thing is that we have to take our dog out tonight 
00:00:42	00:00:43	2	half a foot by 
00:00:50	00:00:53	1	it was president get buried [laughter] 
00:01:12	00:01:16	1	mhm so no 
00:01:16	00:01:17	2	mhm 
00:01:17	00:01:18	1	i'm looking out my window 
00:01:18	00:01:19	2	[laughter] 
00:01:19	00:01:29	1	your window now i'm looking out my window oh you did that all morning mm this morning when i woke up i thought there wasn't going to be any snow on the ground mhm and when i went outside it was like 
00:01:29	00:01:33	2	i know [laughter] i know it was like so cool 
00:01:33	00:01:37	1	no yesterday 
00:01:37	00:01:47	2	yesterday mm really doing anything um when i went ice skating yeah well i didn't go i i when i was gonna 
00:01:47	00:01:54	1	skate but that didn't want to 'cause i've really mad because my dad didn't take me out driving driving yeah 
00:01:54	00:02:01	2	supposed to go out driving yesterday and we're <unk> i'm like i go downstairs and i'm like that or be driving and he's like not that i know of 
00:02:01	00:02:02	1	you get your licence yet 
00:02:02	00:02:08	2	no i i take my test um not not this tuesday next tuesday sixteenth 
00:02:08	00:02:13	1	wow <unk> <unk> which is supposed to get it like two months ago 
00:02:13	00:02:23	2	[laughter] i can't remember [laughter] but that that was the first time i just supposed to take it remember my mom can find a place um the second time i failed 
00:02:23	00:02:27	1	and you go to the same d._m._v. in cherry hill or 
00:02:27	00:02:38	2	no it's it's not a d._m._v. it's the inspection station out where you take the test yeah 
00:02:38	00:02:43	1	well that's that's just behind the wheel you know practice and lower and your roots 
00:02:43	00:02:48	2	place to go for your driving to ask because i don't wanna like sell window on film i did you 
00:02:48	00:02:54	1	best place to go <unk> because um you know carrie yeah she's supposed to take her tests tomorrow 
00:02:54	00:02:58	2	[laughter] wow [laughter] oh i don't think so 
00:02:58	00:03:00	1	but i heard like 
00:03:00	00:03:10	2	somebody i knew took their tests and window and there was like it wasn't snowing but there was snow on the ground all they had to do was driving a straight line and park and they passed 
00:03:10	00:03:13	1	yeah he lives in april they're going to make 
00:03:13	00:03:20	2	do all this stuff because i mean it's close it's summertime and they're going to make me all this stuff <unk> and i'm going i'm going to get my list until june 
00:03:20	00:03:21	1	uh-huh 
00:03:21	00:03:30	2	i don't think i'm ever gonna if it if it keeps snowing because it's supposed to talk on friday that's what i heard it's based on friday and uh-huh cool i'm gonna take <unk> 
00:03:30	00:03:36	1	i just hope since the mid term get delayed yeah wanted to be really later on 
00:03:36	00:03:49	2	to take the s._a._t.s and the twenty seventh mhm and exams are twenty four twenty five twenty six so it's like the exams and then the s._a._t.s well the the exams from the twenty fourth yeah somebody told me the twenty first 
00:03:49	00:03:51	1	oh no [laughter] 
00:03:51	00:03:52	2	oh my god 
00:03:52	00:03:59	1	oh god you know how it's nice that a teacher gave us loads of homework if we have off tomorrow mhm she's the only person is doing this 
00:03:59	00:04:00	2	she's like i hate her 
00:04:00	00:04:05	1	hadn't it's like no but i've heard stories about it yeah oh my gosh 
00:04:16	00:04:17	1	i liked her in ninth grade 
00:04:32	00:04:41	1	yeah she's gotten this he says that <unk> doesn't teach well <unk> like she can't control the class 
00:04:59	00:05:07	2	yeah yeah i just like mhm oh no no [laughter] 
00:05:07	00:05:15	1	<unk> it probably like sixty but um i just didn't like french and just kind of getting too hard [laughter] it's like really difficult 
00:05:15	00:05:28	2	oh yeah well on on like channel six news they said they cancelled philadelphia public schools for tomorrow already and i'm like well how come they can't tell us 
00:05:28	00:05:29	1	so we don't get up at 
00:05:42	00:05:48	2	so cool and we we didn't have this kind of snow too like last time we had it was like 
00:05:48	00:05:52	1	um like nine years ago when i was in second grade mhm we have like 
00:06:01	00:06:14	2	see this morning i took my dog out and i was i clean my dad's car it was outside i cleaned the whole thing like took all the so off the roof and everything and it's covered again [laughter] covered covered it's like i didn't do anything 
00:06:17	00:06:25	2	you heard the um about the blizzard we put the salt on the um on the um sports mhm and it's totally 
00:06:25	00:06:27	1	yeah i know it's like how's it going to help me now 
00:06:41	00:06:50	2	mhm they said to do this for ah for them and we did it but now it's like there was like we just wasted a tight because it was freezing out there [laughter] 
00:06:50	00:06:56	1	i really didn't think it was going to snow i was like yeah because now they said it last time i woke up i'm like whoa 
00:06:56	00:07:13	2	[laughter] i didn't believe that when i woke up i didn't see the snow at first because it was like it was probably sewing so much that it was like totally white yeah and see it so i'm probably going to see nothing on the ground like that's what happened last time mhm but then when i woke up i saw the good four inches of snow on the ground mhm 
00:07:13	00:07:17	1	that's so cool though yeah 'cause like for some reason i woke up at like around two o'clock i don't know what 
00:07:17	00:07:29	2	yeah and i looked at all and i'm like oh you <unk> supposed to snow tonight or whatever i look out the window i really see anything i'm like oh okay it's not snowing they lied again [laughter] going back to the point where people later i'm like whoa 
00:07:29	00:07:31	1	[laughter] 
00:07:31	00:07:32	2	no way i just 
00:07:32	00:07:38	1	yeah but another thing is that <unk> you get the more we stay in school in the summertime 
00:07:38	00:07:44	2	yeah 'cause it's it got it gets too hot in that school during the summer 
